text,label
addCorsMappings - [org.springframework.web.servlet.config.annotation.CorsRegistry] - void - [org.springframework.web.servlet.config.annotation.CorsRegistry:addMapping  org.springframework.web.servlet.config.annotation.CorsRegistration:allowedMethods  org.springframework.web.servlet.config.annotation.CorsRegistration:allowedOrigins  org.springframework.web.servlet.config.annotation.CorsRegistration:allowedHeaders  org.springframework.web.servlet.config.annotation.CorsRegistration:exposedHeaders  org.springframework.web.servlet.config.annotation.CorsRegistration:allowCredentials],0
threadPool - [] - org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - [java.lang.Integer:intValue  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor:setCorePoolSize  java.lang.Integer:intValue  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor:setMaxPoolSize  java.lang.Integer:intValue  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor:setQueueCapacity  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor:setThreadNamePrefix  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor:setRejectedExecutionHandler  java.lang.Integer:intValue  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor:setKeepAliveSeconds  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor:initialize],0
databaseReader - [] - com.maxmind.geoip2.DatabaseReader - [com.maxmind.geoip2.DatabaseReader$Builder:fileMode  com.maxmind.geoip2.DatabaseReader$Builder:build],0
handleBusinessException - [io.penguinstats.util.exception.BusinessException  javax.servlet.http.HttpServletRequest] - org.springframework.http.ResponseEntity - [io.penguinstats.util.AuthUtil:authUserFromRequest  io.penguinstats.util.exception.BusinessException:getMessage  io.penguinstats.util.exception.BusinessException:getErrorCode  io.penguinstats.util.exception.BusinessException:getErrorCode  io.penguinstats.util.exception.BusinessException:getMessage],0
handleBindException - [java.lang.Exception  javax.servlet.http.HttpServletRequest] - org.springframework.http.ResponseEntity - [java.lang.Exception:getMessage  org.springframework.validation.BindException:getBindingResult  io.penguinstats.controller.v2.response.ErrorResponseWrapper:setMessage  org.springframework.web.bind.MethodArgumentNotValidException:getBindingResult  io.penguinstats.controller.v2.response.ErrorResponseWrapper:setMessage  io.penguinstats.util.AuthUtil:authUserFromRequest],0
handleServiceException - [io.penguinstats.util.exception.ServiceException  javax.servlet.http.HttpServletRequest  javax.servlet.http.HttpServletResponse] - org.springframework.http.ResponseEntity - [io.penguinstats.util.exception.ServiceException:getErrorCode  io.penguinstats.util.exception.ServiceException:getErrorCode],0
<init> - [io.penguinstats.configuration.RedisConfig] - void - [io.penguinstats.configuration.RedisConfig$MyObjectMapper:configure  io.penguinstats.configuration.RedisConfig$MyObjectMapper:setSerializationInclusion  io.penguinstats.configuration.RedisConfig$MyObjectMapper:enableDefaultTyping  io.penguinstats.configuration.RedisConfig$MyObjectMapper:configure  io.penguinstats.configuration.RedisConfig$MyObjectMapper:configure],0
redisTemplate - [org.springframework.data.redis.connection.RedisConnectionFactory] - org.springframework.data.redis.core.RedisTemplate - [io.penguinstats.configuration.RedisConfig$MyObjectMapper:setVisibility  io.penguinstats.configuration.RedisConfig$MyObjectMapper:enableDefaultTyping  org.springframework.data.redis.serializer.Jackson2JsonRedisSerializer:setObjectMapper  org.springframework.data.redis.core.RedisTemplate:setConnectionFactory  org.springframework.data.redis.core.RedisTemplate:setKeySerializer  org.springframework.data.redis.core.RedisTemplate:setValueSerializer  org.springframework.data.redis.core.RedisTemplate:setHashKeySerializer  org.springframework.data.redis.core.RedisTemplate:setHashValueSerializer  org.springframework.data.redis.core.RedisTemplate:afterPropertiesSet],0
cacheManager - [org.springframework.data.redis.connection.RedisConnectionFactory] - org.springframework.cache.CacheManager - [io.penguinstats.configuration.RedisConfig$MyObjectMapper:setVisibility  io.penguinstats.configuration.RedisConfig$MyObjectMapper:enableDefaultTyping  org.springframework.data.redis.serializer.Jackson2JsonRedisSerializer:setObjectMapper  org.springframework.data.redis.cache.RedisCacheConfiguration:entryTtl  org.springframework.data.redis.cache.RedisCacheConfiguration:serializeKeysWith  org.springframework.data.redis.cache.RedisCacheConfiguration:serializeValuesWith  org.springframework.data.redis.cache.RedisCacheConfiguration:disableCachingNullValues  org.springframework.data.redis.cache.RedisCacheManager$RedisCacheManagerBuilder:cacheDefaults  org.springframework.data.redis.cache.RedisCacheManager$RedisCacheManagerBuilder:initialCacheNames  org.springframework.data.redis.cache.RedisCacheManager$RedisCacheManagerBuilder:withInitialCacheConfigurations  org.springframework.data.redis.cache.RedisCacheManager$RedisCacheManagerBuilder:build],0
lambda$cacheManager$0 - [java.util.Set  java.util.Map  org.springframework.data.redis.cache.RedisCacheConfiguration  java.lang.String  java.time.Duration] - void - [org.springframework.data.redis.cache.RedisCacheConfiguration:entryTtl],0
